Item 1,Item 2,Item 3,Item 4,Item 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,root vegetables,onions,whipped/sour cream,rolls/buns,mustard,coffee,bottled water,soda,fruit/vegetable juice,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,other vegetables,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,other vegetables,yogurt,ice cream,fruit/vegetable juice,salty snack,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,beef,frozen meals,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pastry,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,soda,misc. beverages,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,yogurt,cream cheese,processed cheese,brown bread,ketchup,salty snack,waffles,candy,,,,,,,,,,,,,,,,,,,,,,
margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,whipped/sour cream,semi-finished bread,chewing gum,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,bottled beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,root vegetables,herbs,other vegetables,bottled water,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,brown bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strawberries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,yogurt,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,rolls/buns,soda,salty snack,long life bakery product,waffles,chocolate marshmallow,candy,,,,,,,,,,,,,,,,,,,,,,,
sausage,beverages,brown bread,salt,soda,salty snack,popcorn,donuts,soft drinks,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,domestic eggs,vinegar,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,ice cream,pasta,avacado,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,canned beer,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,pickled vegetables,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliced cheese,domestic eggs,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,beverages,frozen meals,long life bakery product,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,whole milk,hard cheese,avacado,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,whole milk,white bread,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detergent,Protein shakes,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,yogurt,sugar,misc. beverages,cookies,pancake mix,dishes,,,,,,,,,,,,,,,,,,,,,,,,
coffee,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,beverages,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,yogurt,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,whole milk,butter milk,lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,yogurt,pickled vegetables,bottled water,liquor,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,margarine,baking powder,bottled water,bottled beer,waffles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,bottled water,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,pastry,bottled water,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,butter,curd,chewing gum,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,cream cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soups,jackfruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,yogurt,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,avacado,coffee,salty snack,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,cream cheese,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,yogurt,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,tropical fruit,dessert,pickled vegetables,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,brown bread,spices,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,curd,hard cheese,specialty cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,domestic eggs,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter milk,UHT-milk,sliced cheese,cream cheese,processed cheese,specialty cheese,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,cream cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,rolls/buns,white bread,salty snack,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,brown bread,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,canned beer,liquor (appetizer),salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,onions,packaged fruit/vegetables,cream cheese,brown bread,canned fish,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
ham,pip fruit,domestic eggs,pastry,semi-finished bread,avacado,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
organic products,softener,Protein shakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,frozen potato products,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,coffee,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,coffee,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,UHT-milk,pickled vegetables,bottled water,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,curd,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jackfruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,pastry,semi-finished bread,sugar,soda,salty snack,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,yogurt,long life bakery product,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,sugar,whipped cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,butter,yogurt,brown bread,margarine,fruit/vegetable juice,Protein shakes,newspapers,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,citrus fruit,frozen vegetables,frozen meals,vinegar,oil,coffee,waffles,cooking chocolate,Protein shakes,,,,,,,,,,,,,,,,,,,,,
liver loaf,whole milk,rolls/buns,misc. beverages,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft cheese,coffee,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,berries,domestic eggs,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,grapes,frozen meals,rolls/buns,mustard,canned beer,liqueur,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,rolls/buns,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,hamburger meat,other vegetables,whole milk,rolls/buns,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,sliced cheese,pasta,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,margarine,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,whole milk,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,UHT-milk,pastry,margarine,avacado,chocolate,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,yogurt,rolls/buns,iced coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,pip fruit,root vegetables,yogurt,cream cheese,flour,sugar,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,butter milk,brown bread,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,whole milk,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,pip fruit,whole milk,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,pip fruit,curd,dessert,cream cheese,rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,white bread,mustard,bottled water,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,herbs,other vegetables,whole milk,curd cheese,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,domestic eggs,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,brown bread,oil,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,frozen vegetables,rolls/buns,fruit/vegetable juice,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,pip fruit,other vegetables,frozen vegetables,frozen fish,zwieback,margarine,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,pip fruit,whole milk,curd,pastry,flour,margarine,sugar,organic products,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,whipped/sour cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,domestic eggs,oil,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,Instant food products,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,UHT-milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,whole milk,soft cheese,frozen chicken,rolls/buns,margarine,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,hard cheese,brown bread,coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,grapes,other vegetables,whole milk,dessert,yogurt,frozen vegetables,cake bar,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,root vegetables,other vegetables,whole milk,yogurt,rolls/buns,pastry,margarine,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,margarine,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,butter,yogurt,cream cheese,rolls/buns,bottled water,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,rolls/buns,soda,liquor (appetizer),specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,onions,whole milk,cream cheese,specialty cheese,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,berries,whole milk,rice,coffee,whipped cream,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,berries,other vegetables,whole milk,butter,whipped/sour cream,brown bread,soups,coffee,bottled water,bottled beer,waffles,,,,,,,,,,,,,,,,,,,
tropical fruit,hard cheese,frozen vegetables,domestic eggs,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,beef,citrus fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,frozen dessert,rolls/buns,bottled water,carrot,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,cream cheese,domestic eggs,rolls/buns,cereals,canned vegetables,avacado,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,domestic eggs,mustard,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,root vegetables,other vegetables,whole milk,yogurt,pastry,soda,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,pork,beef,hamburger meat,tropical fruit,root vegetables,whole milk,yogurt,spread cheese,rolls/buns,pastry,bottled beer,canned beer,newspapers,,,,,,,,,,,,,,,,,
beef,tropical fruit,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,ham,grapes,other vegetables,dessert,whipped/sour cream,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,
bottled water,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,other vegetables,spices,carrot,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whipped/sour cream,rolls/buns,oil,soda,long life bakery product,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,pasta,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,misc. beverages,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,domestic eggs,salty snack,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,whole milk,butter,soups,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,whole milk,butter,yogurt,cream cheese,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,
sausage,finished products,pork,berries,root vegetables,packaged fruit/vegetables,whole milk,curd,frozen vegetables,brown bread,sugar,soda,fruit/vegetable juice,chocolate,specialty chocolate,specialty bar,Protein shakes,napkins,,,,,,,,,,,,,,
sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,hard cheese,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,other vegetables,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,berries,pastry,jackfruit,Protein shakes,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,other vegetables,yogurt,frozen fish,oil,margarine,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,yogurt,UHT-milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,beef,whole milk,yogurt,soft cheese,frozen vegetables,white bread,roll products,vinegar,baking powder,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,cream cheese,sweet spreads,coffee,canned beer,whipped cream,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,root vegetables,other vegetables,beverages,coffee,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,butter,bottled water,jackfruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,root vegetables,yogurt,condensed milk,ice cream,semi-finished bread,bottled beer,brandy,salty snack,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,whole milk,sliced cheese,frozen fish,domestic eggs,cake bar,chocolate marshmallow,candy,,,,,,,,,,,,,,,,,,,,,,,
grapes,hard cheese,margarine,specialty fat,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,finished products,semi-finished bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,curd,rubbing alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,beverages,flour,carrot,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,butter,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,root vegetables,butter milk,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,root vegetables,whole milk,frozen vegetables,rolls/buns,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,spread cheese,frozen meals,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,whipped/sour cream,ice cream,domestic eggs,rolls/buns,coffee,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,berries,other vegetables,whole milk,beverages,soft cheese,hard cheese,pastry,sauces,waffles,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,citrus fruit,root vegetables,other vegetables,curd,soft cheese,hard cheese,cream cheese,frozen dessert,roll products,rice,oil,coffee,fruit/vegetable juice,chocolate,cookies,,,,,,,,,,,,,,,
margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,other vegetables,whole milk,butter,coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,pip fruit,other vegetables,whole milk,curd,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,grapes,root vegetables,herbs,other vegetables,whole milk,frozen vegetables,rice,mango,bottled water,misc. beverages,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,
root vegetables,domestic eggs,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whole milk,yogurt,sugar,whipped cream,soft drinks,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,curd,whipped/sour cream,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,beef,tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,semi-finished bread,pickled vegetables,soda,newspapers,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,pastry,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese,rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,yogurt,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,pastry,rice,carrot,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,sugar,canned fish,coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
processed cheese,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,frozen vegetables,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,sliced cheese,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese,processed cheese,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,cream cheese,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,fruit/vegetable juice,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,berries,root vegetables,other vegetables,butter milk,rolls/buns,salt,mustard,canned fish,coffee,bottled water,fruit/vegetable juice,whipped cream,newspapers,,,,,,,,,,,,,,,,,
beef,whole milk,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,butter,curd,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,fruit/vegetable juice,red/blush wine,long life bakery product,waffles,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,flour,bottled beer,liquor (appetizer),salty snack,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,pip fruit,spices,pet care,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,other vegetables,whole milk,whipped/sour cream,specialty cheese,domestic eggs,canned vegetables,fruit/vegetable juice,canned beer,specialty bar,,,,,,,,,,,,,,,,,,,,,
UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mayonnaise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,pickled vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hard cheese,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,root vegetables,whole milk,rolls/buns,pastry,coffee,,,,,,,,,,,,,,,,,,,,,,,,,
